pdf_path,page,page_width,page_height,text
E:\SCHEMATICai\samples\CP-3500-3599\CP-3500.pdf,1,612.0,792.0,
E:\SCHEMATICai\samples\CP-3500-3599\CP-3500.pdf,2,612.0,792.0,
E:\SCHEMATICai\samples\CP-3500-3599\CP-3500.pdf,3,612.0,792.0,
E:\SCHEMATICai\samples\CP-3500-3599\CP-3500.pdf,4,612.0,792.0,
E:\SCHEMATICai\samples\CP-3500-3599\CP-3500.pdf,5,612.0,792.0,
E:\SCHEMATICai\samples\CP-3500-3599\CP-3500.pdf,6,612.0,792.0,
E:\SCHEMATICai\samples\CP-3500-3599\CP-3501 COMPLETE.pdf,1,612.0,792.0,
E:\SCHEMATICai\samples\CP-3500-3599\CP-3501 COMPLETE.pdf,2,612.0,792.0,
E:\SCHEMATICai\samples\CP-3500-3599\CP-3501 COMPLETE.pdf,3,612.0,792.0,
E:\SCHEMATICai\samples\CP-3500-3599\CP-3501 COMPLETE.pdf,4,612.0,792.0,
E:\SCHEMATICai\samples\CP-3500-3599\CP-3501 COMPLETE.pdf,5,612.0,792.0,
E:\SCHEMATICai\samples\CP-3500-3599\CP-3501 COMPLETE.pdf,6,612.0,792.0,
E:\SCHEMATICai\samples\CP-3500-3599\CP-3502.pdf,1,612.0,792.0,
E:\SCHEMATICai\samples\CP-3500-3599\CP-3502.pdf,2,612.0,792.0,
E:\SCHEMATICai\samples\CP-3500-3599\CP-3502.pdf,3,612.0,792.0,
E:\SCHEMATICai\samples\CP-3500-3599\CP-3502.pdf,4,612.0,792.0,
E:\SCHEMATICai\samples\CP-3500-3599\CP-3502.pdf,5,612.0,792.0,
E:\SCHEMATICai\samples\CP-3500-3599\CP-3502.pdf,6,612.0,792.0,
E:\SCHEMATICai\samples\CP-3500-3599\CP-3502.pdf,7,612.0,792.0,
E:\SCHEMATICai\samples\CP-3500-3599\CP-3503.pdf,1,612.0,792.0,
E:\SCHEMATICai\samples\CP-3500-3599\CP-3503.pdf,2,612.0,792.0,
