pdf_path,page,page_width,page_height,text
E:\SCHEMATICai\samples\CP-6900-6999\CP-6900.pdf,1,612.0,792.0,
E:\SCHEMATICai\samples\CP-6900-6999\CP-6900.pdf,2,612.0,792.0,
E:\SCHEMATICai\samples\CP-6900-6999\CP-6900.pdf,3,612.0,792.0,
E:\SCHEMATICai\samples\CP-6900-6999\CP-6900.pdf,4,612.0,792.0,
E:\SCHEMATICai\samples\CP-6900-6999\CP-6900.pdf,5,612.0,792.0,
E:\SCHEMATICai\samples\CP-6900-6999\CP-6900.pdf,6,612.0,792.0,
E:\SCHEMATICai\samples\CP-6900-6999\CP-6900.pdf,7,612.0,792.0,
E:\SCHEMATICai\samples\CP-6900-6999\CP-6901.pdf,1,612.0,792.0,
E:\SCHEMATICai\samples\CP-6900-6999\CP-6901.pdf,2,612.0,792.0,
E:\SCHEMATICai\samples\CP-6900-6999\CP-6901.pdf,3,612.0,792.0,
E:\SCHEMATICai\samples\CP-6900-6999\CP-6901.pdf,4,612.0,792.0,
E:\SCHEMATICai\samples\CP-6900-6999\CP-6901.pdf,5,612.0,792.0,
E:\SCHEMATICai\samples\CP-6900-6999\CP-6901.pdf,6,612.0,792.0,
E:\SCHEMATICai\samples\CP-6900-6999\CP-6901.pdf,7,612.0,792.0,
E:\SCHEMATICai\samples\CP-6900-6999\CP-6902.pdf,1,612.0,792.0,
E:\SCHEMATICai\samples\CP-6900-6999\CP-6902.pdf,2,612.0,792.0,
E:\SCHEMATICai\samples\CP-6900-6999\CP-6902.pdf,3,612.0,792.0,
E:\SCHEMATICai\samples\CP-6900-6999\CP-6902.pdf,4,612.0,792.0,
E:\SCHEMATICai\samples\CP-6900-6999\CP-6902.pdf,5,612.0,792.0,
E:\SCHEMATICai\samples\CP-6900-6999\CP-6902.pdf,6,612.0,792.0,
E:\SCHEMATICai\samples\CP-6900-6999\CP-6902.pdf,7,612.0,792.0,
E:\SCHEMATICai\samples\CP-6900-6999\CP-6902.pdf,8,612.0,792.0,
E:\SCHEMATICai\samples\CP-6900-6999\CP-6902.pdf,9,612.0,792.0,
E:\SCHEMATICai\samples\CP-6900-6999\CP-6902.pdf,10,612.0,792.0,
