pdf_path,page,page_width,page_height,word,x0,y0,x1,y1,block,line,word_no
E:\SCHEMATICai\samples\CP-6500-6599\CP-6503.pdf,1,612.0,792.0,Delta,246.36000061035156,715.7537231445312,271.8518981933594,728.7821044921875,0,0,0
E:\SCHEMATICai\samples\CP-6500-6599\CP-6503.pdf,1,612.0,792.0,Process,274.7941589355469,715.7537231445312,310.74884033203125,728.7821044921875,0,0,1
E:\SCHEMATICai\samples\CP-6500-6599\CP-6503.pdf,1,612.0,792.0,Equipment,313.6911315917969,715.7537231445312,365.3458251953125,728.7821044921875,0,0,2
E:\SCHEMATICai\samples\CP-6500-6599\CP-6503.pdf,1,612.0,792.0,8275,261.239990234375,727.6337280273438,284.77825927734375,740.662109375,1,0,0
E:\SCHEMATICai\samples\CP-6500-6599\CP-6503.pdf,1,612.0,792.0,Florida,287.7205505371094,727.6337280273438,321.7215881347656,740.662109375,1,0,1
E:\SCHEMATICai\samples\CP-6500-6599\CP-6503.pdf,1,612.0,792.0,Blvd.,324.6638488769531,727.6337280273438,350.49713134765625,740.662109375,1,0,2
E:\SCHEMATICai\samples\CP-6500-6599\CP-6503.pdf,1,612.0,792.0,(225),219.1199951171875,751.5137329101562,244.6118927001953,764.5421142578125,2,0,0
E:\SCHEMATICai\samples\CP-6500-6599\CP-6503.pdf,1,612.0,792.0,665-1666,247.55416870117188,751.5137329101562,292.665283203125,764.5421142578125,2,0,1
E:\SCHEMATICai\samples\CP-6500-6599\CP-6503.pdf,1,612.0,792.0,Fax,298.54986572265625,751.5137329101562,316.2035217285156,764.5421142578125,2,0,2
E:\SCHEMATICai\samples\CP-6500-6599\CP-6503.pdf,1,612.0,792.0,(225),319.14581298828125,751.5137329101562,344.6377868652344,764.5421142578125,2,0,3
E:\SCHEMATICai\samples\CP-6500-6599\CP-6503.pdf,1,612.0,792.0,665-1855,347.580078125,751.5137329101562,392.6911926269531,764.5421142578125,2,0,4
E:\SCHEMATICai\samples\CP-6500-6599\CP-6503.pdf,1,612.0,792.0,Denham,239.51998901367188,739.6337280273438,279.3937683105469,752.662109375,3,0,0
E:\SCHEMATICai\samples\CP-6500-6599\CP-6503.pdf,1,612.0,792.0,"Springs,",282.3360595703125,739.6337280273438,321.2448425292969,752.662109375,3,0,1
E:\SCHEMATICai\samples\CP-6500-6599\CP-6503.pdf,1,612.0,792.0,LA,324.1871032714844,739.6337280273438,339.8753356933594,752.662109375,3,0,2
E:\SCHEMATICai\samples\CP-6500-6599\CP-6503.pdf,1,612.0,792.0,70726,342.8175964355469,739.6337280273438,372.2404479980469,752.662109375,3,0,3
E:\SCHEMATICai\samples\CP-6500-6599\CP-6503.pdf,1,612.0,792.0,DUPLEX,250.0800018310547,392.7916564941406,313.6812438964844,410.64324951171875,4,0,0
E:\SCHEMATICai\samples\CP-6500-6599\CP-6503.pdf,1,612.0,792.0,PUMP,317.7127380371094,392.7916564941406,361.6240234375,410.64324951171875,4,0,1
E:\SCHEMATICai\samples\CP-6500-6599\CP-6503.pdf,1,612.0,792.0,CONTROL,239.75999450683594,411.39166259765625,315.90728759765625,429.2432556152344,4,1,0
E:\SCHEMATICai\samples\CP-6500-6599\CP-6503.pdf,1,612.0,792.0,PANEL,319.9388122558594,411.39166259765625,371.8970031738281,429.2432556152344,4,1,1
E:\SCHEMATICai\samples\CP-6500-6599\CP-6503.pdf,1,612.0,792.0,CP-6503,519.47998046875,763.5137329101562,561.3309936523438,776.5421142578125,5,0,0
E:\SCHEMATICai\samples\CP-6500-6599\CP-6503.pdf,1,612.0,792.0,C,20.03999900817871,777.8668212890625,22.984350204467773,782.7534790039062,6,0,0
E:\SCHEMATICai\samples\CP-6500-6599\CP-6503.pdf,1,612.0,792.0,COX,25.920000076293945,776.6957397460938,43.69951248168945,786.0192260742188,6,0,1
E:\SCHEMATICai\samples\CP-6500-6599\CP-6503.pdf,1,612.0,792.0,RESEARCH,45.80509567260742,776.6957397460938,89.79488372802734,786.0192260742188,6,0,2
E:\SCHEMATICai\samples\CP-6500-6599\CP-6503.pdf,1,612.0,792.0,AND,91.90046691894531,776.6957397460938,110.14321899414062,786.0192260742188,6,0,3
E:\SCHEMATICai\samples\CP-6500-6599\CP-6503.pdf,1,612.0,792.0,"TECHNOLOGY,",112.2488021850586,776.6957397460938,171.89569091796875,786.0192260742188,6,0,4
E:\SCHEMATICai\samples\CP-6500-6599\CP-6503.pdf,1,612.0,792.0,INC.,174.0012664794922,776.6957397460938,190.61009216308594,786.0192260742188,6,0,5
E:\SCHEMATICai\samples\CP-6500-6599\CP-6503.pdf,1,612.0,792.0,2024,192.71566772460938,776.6957397460938,209.56033325195312,786.0192260742188,6,0,6
