pdf_path,page,page_width,page_height,word,x0,y0,x1,y1,block,line,word_no
E:\SCHEMATICai\samples\CP-1300-1399\CP-1312R1.pdf,1,612.0,792.0,Delta,248.95999145507812,702.2407836914062,273.267822265625,714.6640625,0,0,0
E:\SCHEMATICai\samples\CP-1300-1399\CP-1312R1.pdf,1,612.0,792.0,Treatment,276.0734558105469,702.2407836914062,322.1978454589844,714.6640625,0,0,1
E:\SCHEMATICai\samples\CP-1300-1399\CP-1312R1.pdf,1,612.0,792.0,Systems,325.0034484863281,702.2407836914062,362.4191589355469,714.6640625,0,0,2
E:\SCHEMATICai\samples\CP-1300-1399\CP-1312R1.pdf,1,612.0,792.0,15785,259.58001708984375,713.6408081054688,287.6361389160156,726.0640869140625,1,0,0
E:\SCHEMATICai\samples\CP-1300-1399\CP-1312R1.pdf,1,612.0,792.0,Industry,290.4417724609375,713.6408081054688,327.8462219238281,726.0640869140625,1,0,1
E:\SCHEMATICai\samples\CP-1300-1399\CP-1312R1.pdf,1,612.0,792.0,Way,330.6518249511719,713.6408081054688,351.8398742675781,726.0640869140625,1,0,2
E:\SCHEMATICai\samples\CP-1300-1399\CP-1312R1.pdf,1,612.0,792.0,(225),222.9199981689453,736.3807983398438,247.22784423828125,748.8040771484375,2,0,0
E:\SCHEMATICai\samples\CP-1300-1399\CP-1312R1.pdf,1,612.0,792.0,665-6162,250.03346252441406,736.3807983398438,293.0491638183594,748.8040771484375,2,0,1
E:\SCHEMATICai\samples\CP-1300-1399\CP-1312R1.pdf,1,612.0,792.0,Fax,298.6603698730469,736.3807983398438,315.49407958984375,748.8040771484375,2,0,2
E:\SCHEMATICai\samples\CP-1300-1399\CP-1312R1.pdf,1,612.0,792.0,(800),318.2996826171875,736.3807983398438,342.6075439453125,748.8040771484375,2,0,3
E:\SCHEMATICai\samples\CP-1300-1399\CP-1312R1.pdf,1,612.0,792.0,219-9183,345.41314697265625,736.3807983398438,388.4288635253906,748.8040771484375,2,0,4
E:\SCHEMATICai\samples\CP-1300-1399\CP-1312R1.pdf,1,612.0,792.0,"Walker,",263.47998046875,724.9807739257812,299.3133544921875,737.404052734375,3,0,0
E:\SCHEMATICai\samples\CP-1300-1399\CP-1312R1.pdf,1,612.0,792.0,LA,302.11895751953125,724.9807739257812,317.0785217285156,737.404052734375,3,0,1
E:\SCHEMATICai\samples\CP-1300-1399\CP-1312R1.pdf,1,612.0,792.0,70785,319.8841247558594,724.9807739257812,347.9402770996094,737.404052734375,3,0,2
E:\SCHEMATICai\samples\CP-1300-1399\CP-1312R1.pdf,1,612.0,792.0,CONTROL,242.72000122070312,395.05902099609375,315.3306579589844,412.0814514160156,4,0,0
E:\SCHEMATICai\samples\CP-1300-1399\CP-1312R1.pdf,1,612.0,792.0,PANEL,319.1749267578125,395.05902099609375,368.719970703125,412.0814514160156,4,0,1
E:\SCHEMATICai\samples\CP-1300-1399\CP-1312R1.pdf,1,612.0,792.0,CP-1312,278.3599853515625,377.8990173339844,333.04095458984375,394.92144775390625,5,0,0
E:\SCHEMATICai\samples\CP-1300-1399\CP-1312R1.pdf,1,612.0,792.0,C,33.13999938964844,761.529541015625,35.947601318359375,766.189208984375,6,0,0
E:\SCHEMATICai\samples\CP-1300-1399\CP-1312R1.pdf,1,612.0,792.0,COX,38.720001220703125,760.4042358398438,55.673824310302734,769.2947387695312,6,0,1
E:\SCHEMATICai\samples\CP-1300-1399\CP-1312R1.pdf,1,612.0,792.0,RESEARCH,57.681617736816406,760.4042358398438,99.62847137451172,769.2947387695312,6,0,2
E:\SCHEMATICai\samples\CP-1300-1399\CP-1312R1.pdf,1,612.0,792.0,AND,101.63626098632812,760.4042358398438,119.03179931640625,769.2947387695312,6,0,3
E:\SCHEMATICai\samples\CP-1300-1399\CP-1312R1.pdf,1,612.0,792.0,"TECHNOLOGY,",121.03958892822266,760.4042358398438,177.91639709472656,769.2947387695312,6,0,4
E:\SCHEMATICai\samples\CP-1300-1399\CP-1312R1.pdf,1,612.0,792.0,INC.,179.92417907714844,760.4042358398438,195.7616729736328,769.2947387695312,6,0,5
E:\SCHEMATICai\samples\CP-1300-1399\CP-1312R1.pdf,1,612.0,792.0,2024,197.7694549560547,760.4042358398438,213.83181762695312,769.2947387695312,6,0,6
E:\SCHEMATICai\samples\CP-1300-1399\CP-1312R1.pdf,1,612.0,792.0,CP-1312,521.6600341796875,747.7808227539062,561.5670776367188,760.2041015625,7,0,0
E:\SCHEMATICai\samples\CP-1300-1399\CP-1312R1.pdf,2,612.0,792.0,15785,343.3999938964844,699.4906616210938,360.8225402832031,707.205322265625,0,0,0
E:\SCHEMATICai\samples\CP-1300-1399\CP-1312R1.pdf,2,612.0,792.0,Industry,362.5648193359375,699.4906616210938,385.79248046875,707.205322265625,0,0,1
E:\SCHEMATICai\samples\CP-1300-1399\CP-1312R1.pdf,2,612.0,792.0,Way,387.53472900390625,699.4906616210938,400.69219970703125,707.205322265625,0,0,2
E:\SCHEMATICai\samples\CP-1300-1399\CP-1312R1.pdf,2,612.0,792.0,"Walker,",343.3999938964844,707.8306274414062,365.6520080566406,715.5452880859375,0,1,0
E:\SCHEMATICai\samples\CP-1300-1399\CP-1312R1.pdf,2,612.0,792.0,LA,367.394287109375,707.8306274414062,376.6839599609375,715.5452880859375,0,1,1
E:\SCHEMATICai\samples\CP-1300-1399\CP-1312R1.pdf,2,612.0,792.0,70785,343.3999938964844,716.170654296875,360.8225402832031,723.8853149414062,0,2,0
E:\SCHEMATICai\samples\CP-1300-1399\CP-1312R1.pdf,2,612.0,792.0,Ph.,343.3999938964844,724.5106201171875,352.50152587890625,732.2252807617188,0,3,0
E:\SCHEMATICai\samples\CP-1300-1399\CP-1312R1.pdf,2,612.0,792.0,(225),354.2438049316406,724.5106201171875,369.33868408203125,732.2252807617188,0,3,1
E:\SCHEMATICai\samples\CP-1300-1399\CP-1312R1.pdf,2,612.0,792.0,665-6162,371.0809020996094,724.5106201171875,397.79315185546875,732.2252807617188,0,3,2
E:\SCHEMATICai\samples\CP-1300-1399\CP-1312R1.pdf,2,612.0,792.0,Fax,343.3999938964844,732.91064453125,353.853515625,740.6253051757812,0,4,0
E:\SCHEMATICai\samples\CP-1300-1399\CP-1312R1.pdf,2,612.0,792.0,(800)219-9183,355.5957946777344,732.91064453125,397.4028625488281,740.6253051757812,0,4,1
E:\SCHEMATICai\samples\CP-1300-1399\CP-1312R1.pdf,3,612.0,792.0,15785,343.3999938964844,699.4906616210938,360.8225402832031,707.205322265625,0,0,0
E:\SCHEMATICai\samples\CP-1300-1399\CP-1312R1.pdf,3,612.0,792.0,Industry,362.5648193359375,699.4906616210938,385.79248046875,707.205322265625,0,0,1
E:\SCHEMATICai\samples\CP-1300-1399\CP-1312R1.pdf,3,612.0,792.0,Way,387.53472900390625,699.4906616210938,400.69219970703125,707.205322265625,0,0,2
E:\SCHEMATICai\samples\CP-1300-1399\CP-1312R1.pdf,3,612.0,792.0,"Walker,",343.3999938964844,707.8306274414062,365.6520080566406,715.5452880859375,0,1,0
E:\SCHEMATICai\samples\CP-1300-1399\CP-1312R1.pdf,3,612.0,792.0,LA,367.394287109375,707.8306274414062,376.6839599609375,715.5452880859375,0,1,1
E:\SCHEMATICai\samples\CP-1300-1399\CP-1312R1.pdf,3,612.0,792.0,70785,343.3999938964844,716.170654296875,360.8225402832031,723.8853149414062,0,2,0
