pdf_path,page,page_width,page_height,word,x0,y0,x1,y1,block,line,word_no
E:\SCHEMATICai\samples\CP-6300-6399\CP-6328R1.pdf,1,612.0,792.0,Delta,247.79998779296875,708.4304809570312,272.71630859375,721.1647338867188,0,0,0
E:\SCHEMATICai\samples\CP-6300-6399\CP-6328R1.pdf,1,612.0,792.0,Process,275.5921325683594,708.4304809570312,310.7349548339844,721.1647338867188,0,0,1
E:\SCHEMATICai\samples\CP-6300-6399\CP-6328R1.pdf,1,612.0,792.0,Equipment,313.61077880859375,708.4304809570312,364.0990295410156,721.1647338867188,0,0,2
E:\SCHEMATICai\samples\CP-6300-6399\CP-6328R1.pdf,1,612.0,792.0,8275,262.32000732421875,720.0704956054688,285.32672119140625,732.8047485351562,1,0,0
E:\SCHEMATICai\samples\CP-6300-6399\CP-6328R1.pdf,1,612.0,792.0,Florida,288.2025451660156,720.0704956054688,321.435791015625,732.8047485351562,1,0,1
E:\SCHEMATICai\samples\CP-6300-6399\CP-6328R1.pdf,1,612.0,792.0,Blvd.,324.3116149902344,720.0704956054688,349.5615234375,732.8047485351562,1,0,2
E:\SCHEMATICai\samples\CP-6300-6399\CP-6328R1.pdf,1,612.0,792.0,(225),221.09999084472656,743.4104614257812,246.01632690429688,756.1447143554688,2,0,0
E:\SCHEMATICai\samples\CP-6300-6399\CP-6328R1.pdf,1,612.0,792.0,665-1666,248.8921661376953,743.4104614257812,292.98455810546875,756.1447143554688,2,0,1
E:\SCHEMATICai\samples\CP-6300-6399\CP-6328R1.pdf,1,612.0,792.0,Fax,298.7362365722656,743.4104614257812,315.9913024902344,756.1447143554688,2,0,2
E:\SCHEMATICai\samples\CP-6300-6399\CP-6328R1.pdf,1,612.0,792.0,(225),318.8671569824219,743.4104614257812,343.783447265625,756.1447143554688,2,0,3
E:\SCHEMATICai\samples\CP-6300-6399\CP-6328R1.pdf,1,612.0,792.0,665-1855,346.6592712402344,743.4104614257812,390.75164794921875,756.1447143554688,2,0,4
E:\SCHEMATICai\samples\CP-6300-6399\CP-6328R1.pdf,1,612.0,792.0,Denham,241.0800018310547,731.7705078125,280.0534362792969,744.5047607421875,3,0,0
E:\SCHEMATICai\samples\CP-6300-6399\CP-6328R1.pdf,1,612.0,792.0,"Springs,",282.9292907714844,731.7705078125,320.9594421386719,744.5047607421875,3,0,1
E:\SCHEMATICai\samples\CP-6300-6399\CP-6328R1.pdf,1,612.0,792.0,LA,323.83526611328125,731.7705078125,339.16925048828125,744.5047607421875,3,0,2
E:\SCHEMATICai\samples\CP-6300-6399\CP-6328R1.pdf,1,612.0,792.0,70726,342.0450744628906,731.7705078125,370.803466796875,744.5047607421875,3,0,3
E:\SCHEMATICai\samples\CP-6300-6399\CP-6328R1.pdf,1,612.0,792.0,DUPLEX,251.39999389648438,392.7561340332031,313.5651550292969,410.20458984375,4,0,0
E:\SCHEMATICai\samples\CP-6300-6399\CP-6328R1.pdf,1,612.0,792.0,PUMP,317.5056457519531,392.7561340332031,360.4254150390625,410.20458984375,4,0,1
E:\SCHEMATICai\samples\CP-6300-6399\CP-6328R1.pdf,1,612.0,792.0,CONTROL,241.37998962402344,410.9361267089844,315.80792236328125,428.38458251953125,4,1,0
E:\SCHEMATICai\samples\CP-6300-6399\CP-6328R1.pdf,1,612.0,792.0,PANEL,319.7484130859375,410.9361267089844,370.53338623046875,428.38458251953125,4,1,1
E:\SCHEMATICai\samples\CP-6300-6399\CP-6328R1.pdf,1,612.0,792.0,CP-6328R1,507.9599914550781,755.0504760742188,562.2903442382812,767.7847290039062,5,0,0
E:\SCHEMATICai\samples\CP-6300-6399\CP-6328R1.pdf,1,612.0,792.0,C,26.579999923706055,769.1956176757812,29.45787811279297,773.971923828125,6,0,0
E:\SCHEMATICai\samples\CP-6300-6399\CP-6328R1.pdf,1,612.0,792.0,COX,32.279998779296875,768.0451049804688,49.65813064575195,777.1581420898438,6,0,1
E:\SCHEMATICai\samples\CP-6300-6399\CP-6328R1.pdf,1,612.0,792.0,RESEARCH,51.7161750793457,768.0451049804688,94.71284484863281,777.1581420898438,6,0,2
E:\SCHEMATICai\samples\CP-6300-6399\CP-6328R1.pdf,1,612.0,792.0,AND,96.7708969116211,768.0451049804688,114.60179138183594,777.1581420898438,6,0,3
E:\SCHEMATICai\samples\CP-6300-6399\CP-6328R1.pdf,1,612.0,792.0,"TECHNOLOGY,",116.65983581542969,768.0451049804688,174.96014404296875,777.1581420898438,6,0,4
E:\SCHEMATICai\samples\CP-6300-6399\CP-6328R1.pdf,1,612.0,792.0,INC.,177.0181884765625,768.0451049804688,193.25205993652344,777.1581420898438,6,0,5
E:\SCHEMATICai\samples\CP-6300-6399\CP-6328R1.pdf,1,612.0,792.0,2021,195.3101043701172,768.0451049804688,211.77447509765625,777.1581420898438,6,0,6
E:\SCHEMATICai\samples\CP-6300-6399\CP-6328R1.pdf,1,612.0,792.0,AS,204.4199981689453,462.0254821777344,256.0198059082031,506.7210998535156,7,0,0
E:\SCHEMATICai\samples\CP-6300-6399\CP-6328R1.pdf,1,612.0,792.0,BUILTS,266.1136779785156,462.0254821777344,407.427734375,506.7210998535156,7,0,1
E:\SCHEMATICai\samples\CP-6300-6399\CP-6328R1.pdf,1,612.0,792.0,JULY,248.33999633789062,501.6287841796875,297.7994689941406,524.03125,8,0,0
E:\SCHEMATICai\samples\CP-6300-6399\CP-6328R1.pdf,1,612.0,792.0,"1,",302.8587951660156,501.6287841796875,318.0365905761719,524.03125,8,0,1
E:\SCHEMATICai\samples\CP-6300-6399\CP-6328R1.pdf,1,612.0,792.0,2021,323.09588623046875,501.6287841796875,363.57012939453125,524.03125,8,0,2
E:\SCHEMATICai\samples\CP-6300-6399\CP-6328R1.pdf,1,612.0,792.0,INTERSTATE,203.94000244140625,374.6361389160156,299.3785400390625,392.0845947265625,9,0,0
E:\SCHEMATICai\samples\CP-6300-6399\CP-6328R1.pdf,1,612.0,792.0,LIFT,303.31903076171875,374.6361389160156,336.592529296875,392.0845947265625,9,0,1
E:\SCHEMATICai\samples\CP-6300-6399\CP-6328R1.pdf,1,612.0,792.0,STATION,340.53302001953125,374.6361389160156,407.9468994140625,392.0845947265625,9,0,2
E:\SCHEMATICai\samples\CP-6300-6399\CP-6328R1.pdf,1,612.0,792.0,RAYVILLE,266.5199890136719,356.51611328125,345.3139953613281,373.9645690917969,10,0,0
