pdf_path,page,page_width,page_height,text
E:\SCHEMATICai\samples\CP-2400-2499\CP-2400.pdf,1,612.0,792.0,
E:\SCHEMATICai\samples\CP-2400-2499\CP-2400.pdf,2,612.0,792.0,
E:\SCHEMATICai\samples\CP-2400-2499\CP-2400.pdf,3,612.0,792.0,
E:\SCHEMATICai\samples\CP-2400-2499\CP-2400.pdf,4,612.0,792.0,
E:\SCHEMATICai\samples\CP-2400-2499\CP-2400.pdf,5,612.0,792.0,
E:\SCHEMATICai\samples\CP-2400-2499\CP-2400.pdf,6,612.0,792.0,
E:\SCHEMATICai\samples\CP-2400-2499\CP-2401.pdf,1,612.0,792.0,
E:\SCHEMATICai\samples\CP-2400-2499\CP-2401.pdf,2,612.0,792.0,
E:\SCHEMATICai\samples\CP-2400-2499\CP-2401.pdf,3,612.0,792.0,
E:\SCHEMATICai\samples\CP-2400-2499\CP-2401.pdf,4,612.0,792.0,
E:\SCHEMATICai\samples\CP-2400-2499\CP-2401.pdf,5,612.0,792.0,
E:\SCHEMATICai\samples\CP-2400-2499\CP-2401.pdf,6,612.0,792.0,
E:\SCHEMATICai\samples\CP-2400-2499\CP-2401.pdf,7,612.0,792.0,
E:\SCHEMATICai\samples\CP-2400-2499\CP-2402.pdf,1,612.0,792.0,
E:\SCHEMATICai\samples\CP-2400-2499\CP-2402.pdf,2,612.0,792.0,
E:\SCHEMATICai\samples\CP-2400-2499\CP-2402.pdf,3,612.0,792.0,
E:\SCHEMATICai\samples\CP-2400-2499\CP-2402.pdf,4,612.0,792.0,
E:\SCHEMATICai\samples\CP-2400-2499\CP-2402.pdf,5,612.0,792.0,
E:\SCHEMATICai\samples\CP-2400-2499\CP-2402.pdf,6,612.0,792.0,
E:\SCHEMATICai\samples\CP-2400-2499\CP-2403.pdf,1,612.0,792.0,
E:\SCHEMATICai\samples\CP-2400-2499\CP-2403.pdf,2,612.0,792.0,
E:\SCHEMATICai\samples\CP-2400-2499\CP-2403.pdf,3,612.0,792.0,
E:\SCHEMATICai\samples\CP-2400-2499\CP-2403.pdf,4,612.0,792.0,
E:\SCHEMATICai\samples\CP-2400-2499\CP-2403.pdf,5,612.0,792.0,
E:\SCHEMATICai\samples\CP-2400-2499\CP-2403.pdf,6,612.0,792.0,
E:\SCHEMATICai\samples\CP-2400-2499\CP-2404.pdf,1,612.0,792.0,
E:\SCHEMATICai\samples\CP-2400-2499\CP-2404.pdf,2,612.0,792.0,
E:\SCHEMATICai\samples\CP-2400-2499\CP-2404.pdf,3,612.0,792.0,
E:\SCHEMATICai\samples\CP-2400-2499\CP-2404.pdf,4,612.0,792.0,
E:\SCHEMATICai\samples\CP-2400-2499\CP-2404.pdf,5,612.0,792.0,
E:\SCHEMATICai\samples\CP-2400-2499\CP-2404.pdf,6,612.0,792.0,
E:\SCHEMATICai\samples\CP-2400-2499\CP-2405.pdf,1,612.0,792.0,
E:\SCHEMATICai\samples\CP-2400-2499\CP-2405.pdf,2,612.0,792.0,
E:\SCHEMATICai\samples\CP-2400-2499\CP-2405.pdf,3,612.0,792.0,
E:\SCHEMATICai\samples\CP-2400-2499\CP-2405.pdf,4,612.0,792.0,
E:\SCHEMATICai\samples\CP-2400-2499\CP-2405.pdf,5,612.0,792.0,
E:\SCHEMATICai\samples\CP-2400-2499\CP-2405.pdf,6,612.0,792.0,
E:\SCHEMATICai\samples\CP-2400-2499\CP-2406.pdf,1,612.0,792.0,
