pdf_path,page,page_width,page_height,text
E:\SCHEMATICai\samples\CP-3700-3799\CP-3702 COMPLETE.pdf,1,612.0,792.0,
E:\SCHEMATICai\samples\CP-3700-3799\CP-3702 COMPLETE.pdf,2,612.0,792.0,
E:\SCHEMATICai\samples\CP-3700-3799\CP-3702 COMPLETE.pdf,3,612.0,792.0,
E:\SCHEMATICai\samples\CP-3700-3799\CP-3702 COMPLETE.pdf,4,612.0,792.0,
E:\SCHEMATICai\samples\CP-3700-3799\CP-3702 COMPLETE.pdf,5,612.0,792.0,
E:\SCHEMATICai\samples\CP-3700-3799\CP-3702 COMPLETE.pdf,6,612.0,792.0,
E:\SCHEMATICai\samples\CP-3700-3799\CP-3702 COMPLETE.pdf,7,612.0,792.0,
E:\SCHEMATICai\samples\CP-3700-3799\CP-3702 COMPLETE.pdf,8,612.0,792.0,
E:\SCHEMATICai\samples\CP-3700-3799\CP-3702 COMPLETE.pdf,9,612.0,792.0,
E:\SCHEMATICai\samples\CP-3700-3799\CP-3704.pdf,1,612.0,792.0,
E:\SCHEMATICai\samples\CP-3700-3799\CP-3704.pdf,2,612.0,792.0,
E:\SCHEMATICai\samples\CP-3700-3799\CP-3704.pdf,3,612.0,792.0,
E:\SCHEMATICai\samples\CP-3700-3799\CP-3704.pdf,4,612.0,792.0,
E:\SCHEMATICai\samples\CP-3700-3799\CP-3704.pdf,5,612.0,792.0,
E:\SCHEMATICai\samples\CP-3700-3799\CP-3704.pdf,6,612.0,792.0,
E:\SCHEMATICai\samples\CP-3700-3799\CP-3704.pdf,7,612.0,792.0,
E:\SCHEMATICai\samples\CP-3700-3799\CP-3704.pdf,8,612.0,792.0,
E:\SCHEMATICai\samples\CP-3700-3799\CP-3705.pdf,1,612.0,792.0,
E:\SCHEMATICai\samples\CP-3700-3799\CP-3705.pdf,2,612.0,792.0,
E:\SCHEMATICai\samples\CP-3700-3799\CP-3705.pdf,3,612.0,792.0,
E:\SCHEMATICai\samples\CP-3700-3799\CP-3705.pdf,4,612.0,792.0,
E:\SCHEMATICai\samples\CP-3700-3799\CP-3705.pdf,5,612.0,792.0,
E:\SCHEMATICai\samples\CP-3700-3799\CP-3705.pdf,6,612.0,792.0,
E:\SCHEMATICai\samples\CP-3700-3799\CP-3705.pdf,7,612.0,792.0,
E:\SCHEMATICai\samples\CP-3700-3799\CP-3705.pdf,8,612.0,792.0,
E:\SCHEMATICai\samples\CP-3700-3799\CP-3705R1.pdf,1,612.0,792.0,"Cox Research and Technology, Inc.
14697 S. Harrells Ferry Road
(225) 756-3271  Fax (225) 755-1030
Baton Rouge, LA. 70816
CP-3705R1
Research and Technology, Inc.
COX
DUPLEX PUMP
CONTROL PANEL
COX RESEARCH AND TECHNOLOGY, INC. 2010
C
GREENBRIAR LIFT STATION
CITY OF BOSSIER
DECEMBER 21, 2010
AS BUILTS
FIELD REVISION
SEPTEMBER 2024
SERIAL# 65089"
E:\SCHEMATICai\samples\CP-3700-3799\CP-3705R1.pdf,2,612.0,792.0,"Drawing Title
DATE
Project Title
REFERENCE DRAWING
S/N
Sales Engineer
C.C.
Application Engineer
R.C.
DRAWN
BY
J.HEUGHAN
APPROVED
BY
DATE
P.O. Box 77808
Baton Rouge, LA
70879
Ph. (225)756-3271
Fax (225)755-1030
Research and Technology, Inc.
1
CHANGE STATUS
ECN
9/12/24
TL
PURCHASE ORDER NUMBER
DRAWING NUMBER
1
SHEET NUMBER
COX
09/12/24
CP-3705R1
X
No
No
Yes
30x24x10
No
No
Duplex
Stainless
4X
120V
Self-Priming
20.0
7.5
2
3/60
120/240V
TAG:   Greenbriar Lift Station
SOLD TO:  Delta Process - Bossier
SPECIAL NOTES:
Cycle Counters
Flasher
Voltage
Panel Type
HP
No. Motors
Phase/HZ
Alarm Light - Remote
Alarm Light - Panel Door Mount
Alarm Light - Panel Top Mount (Strobe)
Alarm Silence Switch
Audible Alarm - Horn
Audible Alarm - Bell
Audible Alarm - Piezzo
Elapsed Time Meters
Alternator with Lead Pump Selector Switch
Green Run Lights vs. Red
Alarm Acknowledge Switch
Alarm Test Switch
SHIP TO:  Delta Process
Economy Version
Phase Monitor
Seal Fail Lights
Pole, Box, Seal
Type of Pump
Control Voltage
Capacitors
Catalog Number
Control Sensor
Enclosure Size
Control Power Transformer VA =
Inner Swing Panel
UL508A Labeling
Enclosure NEMA Rating
Enclosure Material
Pump Manufacturer
Starters - IEC
OTHER: Lag Pump Time Delay, Oversized 
UL698A Labeling
High Temp Lights
Lightning Arrestor
Seal Fail Relay - Fixed
Starters - NEMA   (ABB)
Seal Fail Relay - Adjustable
Main Disconnect with door Mt. Handle
High Temp Pump Shutdown - Manual Reset
Intrinsically Safe Relays  Pts
Panel Heater/Thermostat  W = 
Unpowered Alarm Circuits # 8
High Temp Pump Shutdown - Auto Reset
Seal Fail Shutdown
Ground Fault Receptacle
FLA
X
X
X
GR
X
T3A3S-B
X
Opti-Float
R
Cox   Research Opti-Float  Pts. 4
R
R
X
X
X
X
X
Enclosure, Spare Circuit Breakers.
COX RESEARCH AND TECHNOLOGY, INC. 2010
C
X
NO.
REVISION-LOCATION
DATE
BY"
E:\SCHEMATICai\samples\CP-3700-3799\CP-3705R1.pdf,3,612.0,792.0,"Drawing Title
Project Title
DATE
REVISION-LOCATION
Ph. (225)756-3271
Baton Rouge, LA
P.O. Box 77808
DRAWN
C.C.
COX
Research and Technology, Inc.
Sales Engineer
REFERENCE DRAWING
S/N
NO.
BY
R.C.
Application Engineer
2
PURCHASE ORDER NUMBER
APPROVED
DATE
ECN
DATE
BY
DRAWING NUMBER
SHEET NUMBER
BY
Fax (225)755-1030
70879
J.HEUGHAN
COX RESEARCH AND TECHNOLOGY, INC. 2010
C
09/12/24
CP-3705R1"
E:\SCHEMATICai\samples\CP-3700-3799\CP-3705R1.pdf,4,612.0,792.0,"Project Title
Drawing Title
DATE
APPROVED
PURCHASE ORDER NUMBER
REFERENCE DRAWING
Sales Engineer
Research and Technology, Inc.
COX
C.C.
S/N
DRAWN
P.O. Box 77808
Baton Rouge, LA
Ph. (225)756-3271
Fax (225)755-1030
REVISION-LOCATION
Application Engineer
R.C.
BY
70879
NO.
SHEET NUMBER
DRAWING NUMBER
BY
DATE
ECN
DATE
3
BY
J.HEUGHAN
COX RESEARCH AND TECHNOLOGY, INC. 2010
C
09/12/24
CP-3705R1"
E:\SCHEMATICai\samples\CP-3700-3799\CP-3705R1.pdf,5,612.0,792.0,"Project Title
Drawing Title
DATE
APPROVED
PURCHASE ORDER NUMBER
REFERENCE DRAWING
Sales Engineer
Research and Technology, Inc.
COX
C.C.
S/N
DRAWN
P.O. Box 77808
Baton Rouge, LA
Ph. (225)756-3271
REVISION-LOCATION
Application Engineer
R.C.
BY
NO.
SHEET NUMBER
DRAWING NUMBER
BY
DATE
ECN
DATE
4
BY
Fax (225)755-1030
70879
J.HEUGHAN
COX RESEARCH AND TECHNOLOGY, INC. 2010
C
09/12/24
CP-3705R1"
E:\SCHEMATICai\samples\CP-3700-3799\CP-3705R1.pdf,6,612.0,792.0,"J.HEUGHAN
70879
Fax (225)755-1030
BY
5
DATE
ECN
DATE
BY
DRAWING NUMBER
SHEET NUMBER
NO.
BY
R.C.
Application Engineer
REVISION-LOCATION
Ph. (225)756-3271
Baton Rouge, LA
P.O. Box 77808
DRAWN
S/N
C.C.
COX
Research and Technology, Inc.
Sales Engineer
REFERENCE DRAWING
PURCHASE ORDER NUMBER
APPROVED
DATE
Drawing Title
Project Title
C COX RESEARCH AND TECHNOLOGY, INC. 2010
09/12/24
CP-3705R1"
E:\SCHEMATICai\samples\CP-3700-3799\CP-3705R1.pdf,7,612.0,792.0,"Project Title
Drawing Title
DATE
COX
Ph. (225)756-3271
Research and Technology, Inc.
SHEET NUMBER
DRAWING NUMBER
6
DRAWN
P.O. Box 77808
Baton Rouge, LA
REVISION-LOCATION
REFERENCE DRAWING
Sales Engineer
C.C.
S/N
Application Engineer
R.C.
BY
NO.
APPROVED
PURCHASE ORDER NUMBER
BY
DATE
ECN
DATE
BY
Fax (225)755-1030
70879
J.HEUGHAN
COX RESEARCH AND TECHNOLOGY, INC. 2010
C
09/12/24
CP-3705R1"
E:\SCHEMATICai\samples\CP-3700-3799\CP-3705R1.pdf,8,612.0,792.0,"Application Engineer
Research and Technology, Inc.
Project Title
COX
Drawing Title
DATE
REFERENCE DRAWING
S/N
Sales Engineer
C.C.
P.O. Box 77808
SHEET NUMBER
DRAWING NUMBER
Baton Rouge, LA
Ph. (225)756-3271
7
ECN
PURCHASE ORDER NUMBER
REVISION-LOCATION
NO.
R.C.
BY
DRAWN
BY
BY
DATE
APPROVED
DATE
Fax (225)755-1030
70879
J.HEUGHAN
COX RESEARCH AND TECHNOLOGY, INC. 2010
C
09/12/24
CP-3705R1"
E:\SCHEMATICai\samples\CP-3700-3799\CP-3706.pdf,1,612.0,792.0,
E:\SCHEMATICai\samples\CP-3700-3799\CP-3706.pdf,2,612.0,792.0,
E:\SCHEMATICai\samples\CP-3700-3799\CP-3706.pdf,3,612.0,792.0,
E:\SCHEMATICai\samples\CP-3700-3799\CP-3706.pdf,4,612.0,792.0,
E:\SCHEMATICai\samples\CP-3700-3799\CP-3706.pdf,5,612.0,792.0,
E:\SCHEMATICai\samples\CP-3700-3799\CP-3706.pdf,6,612.0,792.0,
E:\SCHEMATICai\samples\CP-3700-3799\CP-3706.pdf,7,612.0,792.0,
E:\SCHEMATICai\samples\CP-3700-3799\CP-3706.pdf,8,612.0,792.0,
E:\SCHEMATICai\samples\CP-3700-3799\CP-3707 COMPLETE.pdf,1,612.0,792.0,
E:\SCHEMATICai\samples\CP-3700-3799\CP-3707 COMPLETE.pdf,2,612.0,792.0,
E:\SCHEMATICai\samples\CP-3700-3799\CP-3707 COMPLETE.pdf,3,612.0,792.0,
E:\SCHEMATICai\samples\CP-3700-3799\CP-3707 COMPLETE.pdf,4,612.0,792.0,
E:\SCHEMATICai\samples\CP-3700-3799\CP-3707 COMPLETE.pdf,5,612.0,792.0,
E:\SCHEMATICai\samples\CP-3700-3799\CP-3707 COMPLETE.pdf,6,612.0,792.0,
E:\SCHEMATICai\samples\CP-3700-3799\CP-3707 COMPLETE.pdf,7,612.0,792.0,
