pdf_path,page,page_width,page_height,text
E:\SCHEMATICai\samples\CP-6800-6899\CP-6804.pdf,1,612.0,792.0,
E:\SCHEMATICai\samples\CP-6800-6899\CP-6804.pdf,2,612.0,792.0,
E:\SCHEMATICai\samples\CP-6800-6899\CP-6804.pdf,3,612.0,792.0,
E:\SCHEMATICai\samples\CP-6800-6899\CP-6804.pdf,4,612.0,792.0,
E:\SCHEMATICai\samples\CP-6800-6899\CP-6804.pdf,5,612.0,792.0,
E:\SCHEMATICai\samples\CP-6800-6899\CP-6804.pdf,6,612.0,792.0,
E:\SCHEMATICai\samples\CP-6800-6899\CP-6804.pdf,7,612.0,792.0,
E:\SCHEMATICai\samples\CP-6800-6899\CP-6804.pdf,8,612.0,792.0,
E:\SCHEMATICai\samples\CP-6800-6899\CP-6804.pdf,9,612.0,792.0,
E:\SCHEMATICai\samples\CP-6800-6899\CP-6805.pdf,1,612.0,792.0,
E:\SCHEMATICai\samples\CP-6800-6899\CP-6805.pdf,2,612.0,792.0,
E:\SCHEMATICai\samples\CP-6800-6899\CP-6805.pdf,3,612.0,792.0,
E:\SCHEMATICai\samples\CP-6800-6899\CP-6805.pdf,4,612.0,792.0,
E:\SCHEMATICai\samples\CP-6800-6899\CP-6805.pdf,5,612.0,792.0,
E:\SCHEMATICai\samples\CP-6800-6899\CP-6805.pdf,6,612.0,792.0,
E:\SCHEMATICai\samples\CP-6800-6899\CP-6805.pdf,7,612.0,792.0,
E:\SCHEMATICai\samples\CP-6800-6899\CP-6805.pdf,8,612.0,792.0,
E:\SCHEMATICai\samples\CP-6800-6899\CP-6805.pdf,9,612.0,792.0,
E:\SCHEMATICai\samples\CP-6800-6899\CP-6805.pdf,10,612.0,792.0,
E:\SCHEMATICai\samples\CP-6800-6899\CP-6805.pdf,11,612.0,792.0,
E:\SCHEMATICai\samples\CP-6800-6899\CP-6805.pdf,12,612.0,792.0,
E:\SCHEMATICai\samples\CP-6800-6899\CP-6805.pdf,13,612.0,792.0,
E:\SCHEMATICai\samples\CP-6800-6899\CP-6805.pdf,14,612.0,792.0,
E:\SCHEMATICai\samples\CP-6800-6899\CP-6805.pdf,15,612.0,792.0,
E:\SCHEMATICai\samples\CP-6800-6899\CP-6805.pdf,16,612.0,792.0,
E:\SCHEMATICai\samples\CP-6800-6899\CP-6805.pdf,17,612.0,792.0,
