pdf_path,page,page_width,page_height,text
E:\SCHEMATICai\samples\CP-7400-7499\CP-7403.pdf,1,612.0,792.0,
E:\SCHEMATICai\samples\CP-7400-7499\CP-7403.pdf,2,612.0,792.0,
E:\SCHEMATICai\samples\CP-7400-7499\CP-7403.pdf,3,612.0,792.0,
E:\SCHEMATICai\samples\CP-7400-7499\CP-7403.pdf,4,612.0,792.0,
E:\SCHEMATICai\samples\CP-7400-7499\CP-7403.pdf,5,612.0,792.0,
E:\SCHEMATICai\samples\CP-7400-7499\CP-7403.pdf,6,612.0,792.0,
E:\SCHEMATICai\samples\CP-7400-7499\CP-7409.pdf,1,612.0,792.0,
E:\SCHEMATICai\samples\CP-7400-7499\CP-7409.pdf,2,612.0,792.0,
E:\SCHEMATICai\samples\CP-7400-7499\CP-7409.pdf,3,612.0,792.0,
E:\SCHEMATICai\samples\CP-7400-7499\CP-7409.pdf,4,612.0,792.0,
E:\SCHEMATICai\samples\CP-7400-7499\CP-7409.pdf,5,612.0,792.0,
E:\SCHEMATICai\samples\CP-7400-7499\CP-7409.pdf,6,612.0,792.0,
E:\SCHEMATICai\samples\CP-7400-7499\CP-7409.pdf,7,612.0,792.0,
E:\SCHEMATICai\samples\CP-7400-7499\CP-7409.pdf,8,612.0,792.0,
E:\SCHEMATICai\samples\CP-7400-7499\CP-7409.pdf,9,612.0,792.0,
E:\SCHEMATICai\samples\CP-7400-7499\CP-7410.pdf,1,612.0,792.0,
E:\SCHEMATICai\samples\CP-7400-7499\CP-7410.pdf,2,612.0,792.0,
E:\SCHEMATICai\samples\CP-7400-7499\CP-7410.pdf,3,612.0,792.0,
E:\SCHEMATICai\samples\CP-7400-7499\CP-7410.pdf,4,612.0,792.0,
E:\SCHEMATICai\samples\CP-7400-7499\CP-7410.pdf,5,612.0,792.0,
E:\SCHEMATICai\samples\CP-7400-7499\CP-7410.pdf,6,612.0,792.0,
E:\SCHEMATICai\samples\CP-7400-7499\CP-7412.pdf,1,612.0,792.0,
E:\SCHEMATICai\samples\CP-7400-7499\CP-7412.pdf,2,612.0,792.0,
E:\SCHEMATICai\samples\CP-7400-7499\CP-7412.pdf,3,612.0,792.0,
E:\SCHEMATICai\samples\CP-7400-7499\CP-7412.pdf,4,612.0,792.0,
E:\SCHEMATICai\samples\CP-7400-7499\CP-7412.pdf,5,612.0,792.0,
E:\SCHEMATICai\samples\CP-7400-7499\CP-7412.pdf,6,612.0,792.0,
