pdf_path,page,page_width,page_height,text
E:\SCHEMATICai\samples\CP-4800-4899\CP-4800.pdf,1,612.0,792.0,
E:\SCHEMATICai\samples\CP-4800-4899\CP-4800.pdf,2,612.0,792.0,
E:\SCHEMATICai\samples\CP-4800-4899\CP-4800.pdf,3,612.0,792.0,
E:\SCHEMATICai\samples\CP-4800-4899\CP-4800.pdf,4,612.0,792.0,
E:\SCHEMATICai\samples\CP-4800-4899\CP-4800.pdf,5,612.0,792.0,
E:\SCHEMATICai\samples\CP-4800-4899\CP-4800.pdf,6,612.0,792.0,
E:\SCHEMATICai\samples\CP-4800-4899\CP-4800.pdf,7,612.0,792.0,
E:\SCHEMATICai\samples\CP-4800-4899\CP-4800.pdf,8,612.0,792.0,
E:\SCHEMATICai\samples\CP-4800-4899\CP-4801.pdf,1,612.0,792.0,
E:\SCHEMATICai\samples\CP-4800-4899\CP-4801.pdf,2,612.0,792.0,
E:\SCHEMATICai\samples\CP-4800-4899\CP-4801.pdf,3,612.0,792.0,
E:\SCHEMATICai\samples\CP-4800-4899\CP-4801.pdf,4,612.0,792.0,
E:\SCHEMATICai\samples\CP-4800-4899\CP-4801.pdf,5,612.0,792.0,
E:\SCHEMATICai\samples\CP-4800-4899\CP-4801.pdf,6,612.0,792.0,
E:\SCHEMATICai\samples\CP-4800-4899\CP-4801.pdf,7,612.0,792.0,
E:\SCHEMATICai\samples\CP-4800-4899\CP-4802.pdf,1,612.0,792.0,
E:\SCHEMATICai\samples\CP-4800-4899\CP-4802.pdf,2,612.0,792.0,
E:\SCHEMATICai\samples\CP-4800-4899\CP-4802.pdf,3,612.0,792.0,
E:\SCHEMATICai\samples\CP-4800-4899\CP-4802.pdf,4,612.0,792.0,
E:\SCHEMATICai\samples\CP-4800-4899\CP-4802.pdf,5,612.0,792.0,
E:\SCHEMATICai\samples\CP-4800-4899\CP-4802.pdf,6,612.0,792.0,
E:\SCHEMATICai\samples\CP-4800-4899\CP-4803.pdf,1,612.0,792.0,
E:\SCHEMATICai\samples\CP-4800-4899\CP-4803.pdf,2,612.0,792.0,
E:\SCHEMATICai\samples\CP-4800-4899\CP-4803.pdf,3,612.0,792.0,
E:\SCHEMATICai\samples\CP-4800-4899\CP-4803.pdf,4,612.0,792.0,
E:\SCHEMATICai\samples\CP-4800-4899\CP-4803.pdf,5,612.0,792.0,
E:\SCHEMATICai\samples\CP-4800-4899\CP-4803.pdf,6,612.0,792.0,
E:\SCHEMATICai\samples\CP-4800-4899\CP-4804.pdf,1,612.0,792.0,
E:\SCHEMATICai\samples\CP-4800-4899\CP-4804.pdf,2,612.0,792.0,
E:\SCHEMATICai\samples\CP-4800-4899\CP-4804.pdf,3,612.0,792.0,
E:\SCHEMATICai\samples\CP-4800-4899\CP-4804.pdf,4,612.0,792.0,
E:\SCHEMATICai\samples\CP-4800-4899\CP-4804.pdf,5,612.0,792.0,
E:\SCHEMATICai\samples\CP-4800-4899\CP-4804.pdf,6,612.0,792.0,
E:\SCHEMATICai\samples\CP-4800-4899\CP-4804r1 PDF.pdf,1,612.0,792.0,
E:\SCHEMATICai\samples\CP-4800-4899\CP-4804r1 PDF.pdf,2,612.0,792.0,
E:\SCHEMATICai\samples\CP-4800-4899\CP-4804r1 PDF.pdf,3,612.0,792.0,
E:\SCHEMATICai\samples\CP-4800-4899\CP-4804r1 PDF.pdf,4,612.0,792.0,
E:\SCHEMATICai\samples\CP-4800-4899\CP-4804r1 PDF.pdf,5,612.0,792.0,
E:\SCHEMATICai\samples\CP-4800-4899\CP-4804r1 PDF.pdf,6,612.0,792.0,
